key,source,target
H2_020_GuardTickets_G/NodeID_2,Por favor... ¡Por favor no me golpees!,
H2_020_GuardTickets_G/NodeID_5,¡!,
H2_020_GuardTickets_G/NodeID_6,¿Dónde está <DialogHighlight>Sean</>?,
H2_020_GuardTickets_G/NodeID_7,"Es-está con los luchadores, para <DialogHighlight>la Quema</>.",
H2_020_GuardTickets_G/NodeID_11,Solo los <DialogHighlight>discípulos</> de Sean tienen <DialogHighlight>pases</> para entrar.,
H2_020_GuardTickets_G/NodeID_8,Eso ya lo veremos.,
H2_030_DoorCode_MC/NodeID_2,No se abrirá sin el código.,
H2_030_DoorMagneticCard_MC/NodeID_2,Necesito la tarjeta de acceso.,
H2_031_AquariumRoom_C/NodeID_2,¿Quién es?,
H2_031_AquariumRoom_C/NodeID_3,"¿Cómo narices ha entrado aquí {ListenerGender}|gender(este tío,esta tía)?",
H2_031_AquariumRoom_C/NodeID_18,Adelante.,
H2_031_AquariumRoom_C/NodeID_15,¿En serio?,
H2_040_LookAtSeanScreen_MC/NodeID_4,¡!,
H2_040_SideRoomIrruption_C/NodeID_2,¿Qué cojones es todo este lío?,
H2_040_SideRoomIrruption_C/NodeID_3,"¡{ListenerGender}|gender(Cogedlo,Cogedla)!",
H2_041_LightsTech_C/NodeID_3,"Pero, ¿qué?",
H2_041_LightsTech_C/NodeID_47,¿Qué querías?,
H2_041_LightsTech_C/NodeID_15,No te preocupes.,
H2_041_LightsTech_C/NodeID_38,No te preocupes.,
H2_041_LightsTech_C/NodeID_16,No busco pelea.,
H2_041_LightsTech_C/NodeID_19,Ni yo. Solo me ocupo de los ordenadores.,
H2_041_LightsTech_C/NodeID_20,Acceder al ordenador,
H2_041_LightsTech_C/NodeID_31,Necesito acceder al ordenador de alguien importante.,
H2_041_LightsTech_C/NodeID_23,¿Y por qué iba a ayudarte?,
H2_041_LightsTech_C/NodeID_24,La Corporación.,
H2_041_LightsTech_C/NodeID_27,Porque este alguien importante es la directora de la Corporación.,
H2_041_LightsTech_C/NodeID_28,¿En serio? Tienes agallas para ir detrás de ella. Me gusta.,
H2_041_LightsTech_C/NodeID_32,"Prueba esto, será divertido.",
H2_041_LightsTech_C/NodeID_26,Podría darte una paliza.,
H2_041_LightsTech_C/NodeID_29,¿Porque podría darte una paliza?,
H2_041_LightsTech_C/NodeID_30,No hace falta llegar a eso.,
H2_041_LightsTech_C/NodeID_33,"Prueba esta llave, pero no puedo prometerte nada.",
H2_041_LightsTech_C/NodeID_14,Apártate.,
H2_041_LightsTech_C/NodeID_40,Apártate.,
H2_041_LightsTech_C/NodeID_18,Apártate y no hagas ruido.,
H2_041_LightsTech_C/NodeID_21,"Vale, vale, no quiero problemas.",
H2_041_LightsTech_C/NodeID_39,¿Sean?,
H2_041_LightsTech_C/NodeID_44,¿Eres amigo de Sean?,
H2_041_LightsTech_C/NodeID_45,"No. Y viendo cómo trata a todos, no creo que tenga amigos.",
H2_041_LightsTech_Computer_C/NodeID_3,"Pero, ¿qué?",
H2_041_LightsTech_Computer_C/NodeID_47,¿Qué querías?,
H2_041_LightsTech_Computer_C/NodeID_15,No te preocupes.,
H2_041_LightsTech_Computer_C/NodeID_16,No busco pelea.,
H2_041_LightsTech_Computer_C/NodeID_19,Ni yo. Solo me ocupo de los ordenadores.,
H2_041_LightsTech_Computer_C/NodeID_20,Acceder al ordenador,
H2_041_LightsTech_Computer_C/NodeID_31,Necesito acceder al ordenador de alguien importante.,
H2_041_LightsTech_Computer_C/NodeID_23,¿Y por qué iba a ayudarte?,
H2_041_LightsTech_Computer_C/NodeID_24,La Corporación.,
H2_041_LightsTech_Computer_C/NodeID_27,Porque este alguien importante es la directora de la Corporación.,
H2_041_LightsTech_Computer_C/NodeID_28,¿En serio? Tienes agallas para ir detrás de ella. Me gusta.,
H2_041_LightsTech_Computer_C/NodeID_32,"Prueba esto, será divertido.",
H2_041_LightsTech_Computer_C/NodeID_26,Podría darte una paliza.,
H2_041_LightsTech_Computer_C/NodeID_29,¿Porque podría darte una paliza?,
H2_041_LightsTech_Computer_C/NodeID_30,No hace falta llegar a eso.,
H2_041_LightsTech_Computer_C/NodeID_33,"Prueba esta llave, pero no puedo prometerte nada.",
H2_041_LightsTech_Computer_C/NodeID_14,Apártate.,
H2_041_LightsTech_Computer_C/NodeID_18,Apártate y no hagas ruido.,
H2_041_LightsTech_Computer_C/NodeID_21,"Vale, vale, no quiero problemas.",
H2_041_LightsTech_Sean_C/NodeID_3,"Pero, ¿qué?",
H2_041_LightsTech_Sean_C/NodeID_47,¿Qué querías?,
H2_041_LightsTech_Sean_C/NodeID_15,No te preocupes.,
H2_041_LightsTech_Sean_C/NodeID_16,No busco pelea.,
H2_041_LightsTech_Sean_C/NodeID_19,Ni yo. Solo me ocupo de los ordenadores.,
H2_041_LightsTech_Sean_C/NodeID_20,¿Sean?,
H2_041_LightsTech_Sean_C/NodeID_31,¿Eres amigo de Sean?,
H2_041_LightsTech_Sean_C/NodeID_23,"No. Y viendo cómo trata a todos, no creo que tenga amigos.",
H2_041_LightsTech_Sean_C/NodeID_14,Apártate.,
H2_041_LightsTech_Sean_C/NodeID_18,Apártate y no hagas ruido.,
H2_041_LightsTech_Sean_C/NodeID_21,"Vale, vale, no quiero problemas.",
H2_051_SideBalcony_C/NodeID_2,¿Te creías que esto era una fiesta de pijamas o algo así?,
H2_051_SideBalcony_C/NodeID_9,"¡Venga, enséñanos lo que sabes hacer, {ListenerGender}|gender(flipado,flipada) del kungfú!",
H2_051_SideBalcony_C/NodeID_11,"Eh, ¿no has oído a mi colega?",
H2_051_SideBalcony_G/NodeID_2,"Vale, vale... Lo he pillado.",
H2_051_SideBalcony_G/NodeID_4,Los dos gigantes,
H2_051_SideBalcony_G/NodeID_5,"Esos dos gigantes de allí, ¿qué hay detrás de esa puerta?",
H2_051_SideBalcony_G/NodeID_6,Las peleas de esta noche. ¡Y el evento de la Quema!,
H2_051_SideBalcony_G/NodeID_7,Excelente.,
H2_060_FlashKickBar_C/NodeID_2,"Eh, ¿has oído lo que te acaba de decir? Esta noche estamos cerrados.",
H2_060_FlashKickBarJoinTheFight_A/NodeID_3,Apuestas cerradas por esta noche.,
H2_070_PitSpectator_A/NodeID_2,"¡Venga, Shen, cárgatelo! ¡He apostado un huevo de dinero por ti!",
H2_070_PitSpectator_A/NodeID_3,¡Arráncale la cabeza!,
H2_070_PitSpectator_A/NodeID_9,¡Duro! ¡Dale más duro!,
H2_070_PitSpectator_A/NodeID_10,¿Qué leches está pasando aquí?,
H2_070_PitSpectator_A/NodeID_11,¿Forma esto parte de la pelea?,
H2_070_PitSpectator_A/NodeID_12,"Va, venga. No te quedes ahí {ListenerGender}|gender(mirándolo,mirándola).",
H2_070_PitSpectator_A/NodeID_13,"¡{ListenerGender}|gender(Hazlo,Hazla) picadillo!",
H2_070_PitSpectatorPhone_A/NodeID_2,¿Por qué mierda me llamas ahora?,
H2_070_PitSpectatorPhone_A/NodeID_23,¿Qué ha pasado?,
H2_070_PitSpectatorPhone_A/NodeID_24,"Pon todo el dinero a buen recaudo, volveré... cuando terminen las peleas.",
H2_080_FireDiscipleFirst_C/NodeID_13,No eres parte del grupo de esta noche.,
H2_080_FireDiscipleFirst_C/NodeID_14,Déjame pasar,
H2_080_FireDiscipleFirst_C/NodeID_18,"Déjame pasar, no quiero problemas.",
H2_080_FireDiscipleFirst_C/NodeID_19,Ya te has buscado uno.,
H2_080_FireDiscipleFirst_C/NodeID_12,Acabemos con esto,
H2_080_FireDiscipleFirst_C/NodeID_21,Acabemos rápido con esto.,
H2_090_TrainingRoom_A/NodeID_2,"Déjame sola, tengo que entrenar.",
H2_090_TrainingRoom_A/NodeID_3,¿Hasta dónde has llegado? Espero llegar hasta la lucha con varas.,
H2_090_TrainingRoom_A/NodeID_4,No aguanto más...,
H2_090_TrainingRoom_A/NodeID_6,"¡{ListenerGender}|gender(Cogedlo,Cogedla)!",
H2_090_TrainingRoom_C/NodeID_2,Pasada esta puerta habrá tres pruebas.,
H2_090_TrainingRoom_C/NodeID_4,"Estoy {SpeakerGender}|gender(listo,lista).",
H2_090_TrainingRoom_C/NodeID_8,"Estoy {SpeakerGender}|gender(listo,lista).",
H2_090_TrainingRoom_C/NodeID_9,Pues cruza la puerta.,
H2_090_TrainingRoom_C/NodeID_6,¿Las pruebas?,
H2_090_TrainingRoom_C/NodeID_10,¿Qué clase de pruebas?,
H2_090_TrainingRoom_C/NodeID_11,"Agilidad, destreza, resistencia.",
H2_090_TrainingRoom_C/NodeID_7,¡Lucha contra mí!,
H2_090_TrainingRoom_C/NodeID_12,Primero quiero luchar contra todos vosotros.,
H2_090_TrainingRoom_C/NodeID_14,"{ListenerGender}|gender(Cerdo,Cerda) arrogante.",
H2_100_BlazingTrial_C/NodeID_2,Avanza. Te pondremos a prueba.,
H2_100_BlazingTrial_C2/NodeID_3,Vamos al más allá.,
H2_100_BlazingTrial_C2/NodeID_4,La supervivencia del más fuerte.,
H2_100_BlazingTrial_C2/NodeID_5,No temas a la muerte.,
H2_100_BlazingTrial_C2/NodeID_6,"Sí, eso es, ¡abrázala!",
H2_100_BlazingTrial_C3/NodeID_3,"Quien gane se convertirá en rey. Quien pierda, en ladrón.",
H2_100_BlazingTrial_C3/NodeID_13,Sean,
H2_100_BlazingTrial_C3/NodeID_14,Tu maestro ha perdido la cabeza.,
H2_100_BlazingTrial_C3/NodeID_19,Os arrastrará a ti y a todos los demás hacia el abismo.,
H2_100_BlazingTrial_C3/NodeID_16,Mira a tu alrededor. No somos tan diferentes.,
H2_100_BlazingTrial_C3/NodeID_20,"Si no querías luchar, ¿por qué has llegado tan lejos?",
H2_100_BlazingTrial_C3/NodeID_6,¿Las pruebas?,
H2_100_BlazingTrial_C3/NodeID_7,¿Cuántas pruebas he de pasar antes de conocer a Sean?,
H2_100_BlazingTrial_C3/NodeID_8,Te quedan dos desafíos más: destreza y resistencia.,
H2_100_BlazingTrial_C3/NodeID_9,Pero me temo que es tarde para que llegues a la última prueba.,
H2_100_BlazingTrial_C3/NodeID_10,¡Lucha contra mí!,
H2_100_BlazingTrial_C3/NodeID_11,Esta batalla no se ha acabado aún.,
H2_100_BlazingTrial_C3/NodeID_12,Aprendes rápido.,
H2_110_FireDiscipleRing_C/NodeID_4,Recoge tu arma.,
H2_110_FireDiscipleRing_C2/NodeID_2,Como desees.,
H2_130_BattleRoyal_C/NodeID_8,"Tu camino acaba aquí, la prueba ha terminado.",
H2_130_BattleRoyal_C/NodeID_9,"La ceremonia de la Quema ha comenzado, no se admite a gente de fuera.",
H2_Boss_Sean_P1toP2/NodeID_2,"Eres casi tan {ListenerGender}|gender(bueno,buena) como Yang.",
H2_Boss_Sean_P1toP2/NodeID_3,Pensaba que no tenía rival en la escuela del viejo chiflado.,
H2_Boss_Sean_P1toP2/NodeID_4,¿Quién eres tú?,
H2_Boss_Sean_P1toP2/NodeID_6,¿No lo sabes?,
H2_Boss_Sean_P1toP2/NodeID_9,¿Todavía no lo sabes?,
H2_Boss_Sean_P1toP2/NodeID_10,Basta de juegos. Acabemos con esto.,
H2_Boss_Sean_P1toP2/NodeID_8,Un fantasma de tu pasado,
H2_Boss_Sean_P1toP2/NodeID_11,Un fantasma de tu pasado que ha venido a poner fin a este circo.,
H2_Boss_Sean_P1toP2/NodeID_12,Has elegido a la persona errónea a la que perseguir.,
H3_000_DetectiveElevatorFailed/NodeID_2,Necesito encontrar la llave primero.,
H3_000_DetectiveStairsFailed/NodeID_2,Cerrado. Parece que tendré que pasar por la exhibición.,
H3_010_Fight1_C/NodeID_3,Veo al objetivo en el atrio. Todo el mundo a su posición.,
H3_010_Fight1_Part2_C/NodeID_2,Ha sido una estupidez venir aquí.,
H3_010_Fight2_A/NodeID_2,¡Debería estar por aquí!,
H3_020_Fight1_C/NodeID_6,"Eres tú, ¿no? {ListenerGender}|gender(El,La) que se cargó a Sean.",
H3_020_Fight1_C/NodeID_17,Sufrirás por haberle deshonrado.,
H3_020_Fight3_Stairs_C/NodeID_2,¡Allí! ¡Abajo!,
H3_030_DetectiveDoorFailed/NodeID_2,Debe de tener la tarjeta.,
H3_030_Fight2_C/NodeID_10,Debo verla,
H3_030_Fight2_C/NodeID_11,Solo quiero verla.,
H3_030_Fight2_C/NodeID_12,"Ya te lo he dicho, Kuroki no hablará contigo ni con nadie.",
H3_030_Fight2_C/NodeID_13,"Por última vez, piérdete.",
H3_030_Fight2_C/NodeID_15,No puede escapar,
H3_030_Fight2_C/NodeID_16,"Nadie olvida su pasado, ni siquiera ella.",
H3_030_Fight2_C/NodeID_17,Te equivocas. ¡Dejó este camino y no harás que lo vuelva a recorrer!,
H3_050_SpeakerTextBeforeFight_C/NodeID_3,"Creía que si pasábamos el tiempo suficiente fuera, bajo la lluvia...",
H3_050_SpeakerTextBeforeFight_C/NodeID_11,"nos limpiaría, física y espiritualmente.",
H3_050_SpeakerTextBeforeFight_C/NodeID_10,El agua tiene el poder de liberarnos.,
H3_050_SpeakerTextInterruptFight_C/NodeID_2,"Pero, al igual que la oscuridad, antes debemos abrazarla.",
H3_050_SpeakerTextInterruptFight_C/NodeID_10,"Si no, las sombras del pasado nos consumirán a todos.",
H3_050_SpeakerTextMidFight_C/NodeID_2,Representa el nacimiento y la purificación de un alma ensombrecida;,
H3_050_SpeakerTextMidFight_C/NodeID_4,el agua es la clave para renacer.,
H3_050_SpeakerTextMidFight_C/NodeID_3,Se considera redentora por naturaleza...,
H3_070_Fight_C/NodeID_2,«La mente es como un iceberg...,
H3_070_Fight_C/NodeID_12,solo una séptima parte de él flota sobre el agua».,
H3_070_Fight_C/NodeID_7,La consciencia es tan solo la punta del iceberg.,
H3_070_Fight_C/NodeID_11,Debemos sumergirnos bajo el agua para explorar el subconsciente.,
H3_070_Fight_C/NodeID_13,Para enfrentarnos al pasado.,
H3_Boss_Phase2_1/NodeID_2,Conozco cien maneras distintas de matarte.,
H3_Boss_Phase2_1/NodeID_3,Deberías haberte ido cuando te dio la oportunidad.,
H4_000_Escort_A/NodeID_2,Jinfeng te está esperando.,
H4_000_Lift_C/NodeID_2,Voy a disfrutar esto.,
H4_000_Welcome_To_Mc_1_A/NodeID_2,"{ListenerGender}|gender(Señor,Señora).",
H4_000_Welcome_To_Mc_2_A/NodeID_2,"{ListenerGender}|gender(Bienvenido,Bienvenida), {ListenerGender}|gender(señor,señora).",
H4_015_Fengjie_Monologue_End_A/NodeID_2,"Por desgracia, no tendrás la oportunidad de hacerlo.",
H4_015_Fengjie_Welcomes_The_Mc_A/NodeID_2,"No seas {ListenerGender}|gender(tímido,tímida), acércate para que pueda verte mejor.",
H4_015_Guards_Threat_A/NodeID_2,"¡Deshaceos de {ListenerGender}|gender(él,ella)!",
H4_015_MC_Lift_A/NodeID_2,Tengo que encontrar otra forma de bajar.,
H4_031_Offices_A/NodeID_6,¡Todo el mundo a su posición!,
H4_031_Offices_A/NodeID_8,¡Cerrad todas las entradas y salidas!,
H4_061_Fengjie_A/NodeID_3,Te veo.,
H4_061_Fengjie_A/NodeID_4,Te vemos.,
H4_062_Fengjie_A/NodeID_2,"No puedes escapar. Estás {ListenerGender}|gender(atrapado,atrapada).",
H4_062_MeetingRoom_A/NodeID_8,Golpead rápido y fuerte. Esto tiene que ser rápido...,
H4_062_MeetingRoom_C/NodeID_7,"¡{ListenerGender}|gender(Intruso,Intrusa)! ¡Deshaceos de {ListenerGender}|gender(él,ella)!",
H4_062_WhereDidMcGo_A/NodeID_2,¿Habéis visto adónde ha ido?,
H4_062_WhereDidMcGo_A/NodeID_3,¿A las escaleras?,
H4_062_WhereDidMcGo_A/NodeID_4,No he visto nada. ¿Y tú?,
H4_062_WhereDidMcGo_A/NodeID_5,Nada. Seguid buscando.,
H4_090_Fengjie_A/NodeID_2,Ven y enfréntate a tu juicio.,
H4_090_MC_Jump_A/NodeID_5,¡!,
H4_090_MC_Jump_A/NodeID_2,Puedo llegar al hueco del ascensor.,
H4_105_Big_Guy_Jumps_On_The_Lift_A/NodeID_2,Quita de en medio.,
H4_105_Big_Guy_Jumps_On_The_Lift_A/NodeID_3,Me ocuparé de esto.,
H4_105_LiftFight_A/NodeID_2,Patrulla nueve en camino.,
H4_105_WhereDidMcGo_A/NodeID_2,Patrulla siete: está en el hueco del ascensor.,
H4_105_WhereDidMcGo_A/NodeID_5,Repito: está en el hueco del ascensor.,
