key,source,target
Arena_Hangar_HP/Kitchen.LeftCounter,Recepción,
Arena_Hangar_HP/Parking.Reception,Recepción,
Arena_Hangar_HP/Kitchen.MainRoom,Salón del restaurante,
Arena_Hangar_HP/Kitchen.UpperRestaurant,Comedor rocoso,
Arena_Hangar_HP/Kitchen.UndergroundRightStairs,Pasillo rocoso,
Arena_Hangar_HP/Kitchen.RightLounge,Salón rocoso,
Arena_Hangar_HP/Parking.Repair,Carretera accidentada,
Arena_Hangar_HP/Hangar.RoofOfTheLoadingBay,Tejado oxidado,
Arena_Hangar_HP/Parking.SideWalk,Acera,
Arena_Hangar_HP/DanceFloor.Sofas,Sofás,
Arena_Hangar_HP/Exposition.Souvenir,Tienda de recuerdos,
Arena_Hangar_HP/DanceFloor.SquareStage,Escenario cuadrado,
Arena_Hangar_HP/Parking.Squat,Zona okupa,
Arena_Hangar_HP/Kitchen.UndergroundComputer,Sala del personal,
Arena_Hangar_HP/DanceFloor.StairCase,Escaleras,
Arena_Hangar_HP/Hangar.SuspendedWalkway,Pasarela suspendida,
Arena_Hangar_HP/Kitchen.LittleRoomTop,Salas del té,
Arena_Hangar_HP/DanceFloor.Toilets,Aseos,
Arena_Hangar_HP/Kitchen.TreeRoom,Sala del árbol,
Arena_Hangar_HP/DanceFloor.VIPBar,Bar vip,
Arena_Hangar_HP/Parking.reserved,Plazas de aparcamiento vip,
Arena_Hangar_HP/Hangar.VentilationSystems,Sistemas de ventilación,
Arena_Hangar_HP/Kitchen.DishesCorner,Zona de lavado de platos,
Arena_Hangar_HP/Kitchen.Cave,Bodega,
Arena_Hangar_HP/Parking.Crash,Coche destrozado,
Arenas_title_description/Rain.CHAL03.Title,El gran maestro,
Arenas_title_description/Rain.CHAL07.Desc,Un grupo de estudiantes de una escuela rival están merodeando por las calles. Imparte tus enseñanzas con ellos.,
Arenas_title_description/RoofTop.CHAL01.Title,Por encima de los rascacielos,
Arenas_title_description/RoofTop.CHAL01.Desc,Los accidentes ocurren muy rápido. Piénsalo.,
Arenas_title_description/Stairs.CHAL08.Desc,Una edad avanzada beneficia a la sabiduría y también te hace enormemente eficiente.,
Arenas_title_description/RoofTop.CHAL05.Title,El club de la lucha aérea,
Arenas_title_description/DanceFloor.CHAL06.Title,De after,
Arenas_title_description/RedRoom.CHAL07.Title,Final alternativo,
Arenas_title_description/SnowGarden.CHAL05.Desc,"Aprovechando la ocultación que proporciona la ventisca, te enfrentas a un enemigo solitario, pero no pierdas de vista las amenazas ocultas.",
Arenas_title_description/Park.CHAL05.Title,Al borde de la muerte,
Arenas_title_description/RoofTop.CHAL07.Desc,Un lugar ideal con unas vistas de muerte para poner a toda la ciudad de rodillas de un solo barrido.,
Arenas_title_description/Exposition.CHAL04.Title,Rodeo artístico,
Arenas_title_description/Parking.CHAL01.Desc,"Como agente de seguridad, expulsa a quienes se han colado en el aparcamiento.",
Arenas_title_description/SnowGarden.CHAL04.Desc,"Ahora que tienes los puños helados, aprovecha la oportunidad para cargarte a una horda de adversarios.",
Arenas_title_description/Corridor.CHAL03.Desc,Prueba tu fuerza contra todo tipo de luchadores.,
Arenas_title_description/Park.CHAL08.Desc,Alcanza un estado de iluminación absorbiendo la fuerza vital de tus oponentes.,
Arenas_title_description/DanceFloor.CHAL08.Title,El hombre del saco,
Arenas_title_description/Wuguan.CHAL01.Desc,Has vuelto a la escuela. Enséñales las habilidades que has aprendido.,
Arenas_title_description/SnowGarden.CHAL07.Title,Tempestad funesta,
Arenas_title_description/Park.CHAL07.Desc,Sé veloz como el viento. Borra del mapa a tus enemigos sin esfuerzo.,
Arenas_title_description/RoofTop.CHAL06.Title,Sombras de la bestia,
Arenas_title_description/Hangar.CHAL08.Desc,"Antes de llegar hasta Fajar, tendrás que deshacerte de su banda.",
Arenas_title_description/Park.CHAL07.Title,El rugido de la montaña,
Arenas_title_description/Hangar.CHAL07.Title,Más allá del abismo,
Arenas_title_description/ServerRoom.CHAL07.Title,Quien parte la pana,
Arenas_title_description/Wuguan.CHAL03.Title,Grandullones,
Arenas_title_description/Corridor.CHAL04.Desc,"La sangre por la sangre, pero no dejes que te rajen.",
Arenas_title_description/Stairs.CHAL06.Title,Paredes bañadas en sangre,
Arenas_title_description/Corridor.CHAL04.Title,Sed de sangre ,
Arenas_title_description/RedRoom.CHAL01.Desc,Pelea contra Fajar y los gánsteres de la inmunda zona okupa.,
Arenas_title_description/Stairs.CHAL02.Title,Mantenimiento del edificio,
Arenas_title_description/Parking.CHAL04.Title,El club de coches,
Arenas_title_description/Parking.CHAL02.Title,Tras el dragón morado,
Arenas_title_description/Kitchen.CHAL01.Title,Lista de limpieza,
Arenas_title_description/Hangar.CHAL02.Desc,Asciende y hazte con el control de la zona elevada.,
Arenas_title_description/Exposition.CHAL05.Title,Espacios reducidos,
Arenas_title_description/Exposition.CHAL07.Desc,El combate es otra forma de expresión artística en la que tus puños se convierten en el pincel con el que pintas tu obra maestra.,
Arenas_title_description/Kitchen.CHAL03.Title,Enhorabuena al chef,
Arenas_title_description/RedRoom.CHAL08.Desc,Enfréntate a tus pecados y entierra la vergüenza en lo más profundo de tu ser.,
Arenas_title_description/Hangar.CHAL09.Title,Mano dura,
Arenas_title_description/DanceFloor.CHAL01.Desc,Águales la fiesta: conquista la pista de baile con una actuación impactante.,
Arenas_title_description/Stairs.CHAL05.Title,Al césar lo que es del césar,
Arenas_title_description/Kitchen.CHAL04.Title,Los 87 maníacos,
Arenas_title_description/DanceFloor.CHAL04.Title,Control de masas,
Arenas_title_description/Exposition.CHAL09.Title,Conservación artística,
Arenas_title_description/SnowGarden.CHAL05.Title,Ciclón,
Arenas_title_description/Wuguan.CHAL05.Title,Bailando con leones,
Arenas_title_description/Pit.CHAL05.Title,¡¿Danny?!,
Arenas_title_description/ServerRoom.CHAL08.Title,Ratas de laboratorio de Darwin,
Arenas_title_description/Hangar.CHAL08.Title,Ajuste de cuentas con Fajar,
Arenas_title_description/ServerRoom.CHAL03.Title,Corredor de la muerte ,
Arenas_title_description/RoofTop.CHAL04.Desc,La muerte llega desde las alturas.,
Arenas_title_description/DanceFloor.CHAL03.Title,Danza de la muerte,
Arenas_title_description/Rain.CHAL04.Desc,Derrota a todos los adoradores de la lluvia y encuentra tu astro.,
Arenas_title_description/ServerRoom.CHAL03.Desc,"Desafía a tu destino. Supera a quienes intentan obstaculizar tu camino, o muere intentándolo.",
Arenas_title_description/Park.CHAL02.Desc,Demuestra a los novatos de lo que es capaz un auténtico maestro.,
Arenas_title_description/RedRoom.CHAL04.Desc,Acaba con la conspiración de Jinfeng y sus secuaces.,
Arenas_title_description/Hangar.CHAL01.Desc,Hazle un favor a la ciudad y hazte con el control del lugar.,
Arenas_title_description/Exposition.CHAL06.Title,No cabrees a los de seguridad,
Arenas_title_description/Parking.CHAL09.Desc,¡Que tus sueños no se queden solo en eso! Defiende la ley en estas escaleras mecánicas e impón tu autoridad.,
Arenas_title_description/Wuguan.CHAL06.Desc,Gánate el reconocimiento por encima de los demás sifus derrotando a tus predecesores en el desafío definitivo.,
Arenas_title_description/Wuguan.CHAL06.Title,Sifus de tierra,
Arenas_title_description/Parking.CHAL02.Desc,Elimina a los traficantes de niebla morada que venden su producto en la zona del aparcamiento y despeja la zona.,
Arenas_title_description/RoofTop.CHAL05.Desc,Reivindícate como mejor combatiente de la ciudad venciendo a todos los guerreros de élite.,
Arenas_title_description/Exposition.CHAL06.Desc,Los vigilantes de seguridad te han rodeado. Mantente firme en tu posición y evita sus intentos de derribarte.,
Arenas_title_description/Kitchen.CHAL09.Desc,Un fuerte olor te golpea y la desorientación se apodera de ti. ¡Recupera la compostura y contraataca!,
Arenas_title_description/Rain.CHAL03.Desc,Participa en esta batalla definitiva bajo la lluvia y derrota a todos.,
Arenas_title_description/Corridor.CHAL07.Desc,Esos matones tatuados han arrojado sobre ti una desconcertante niebla morada: lucha contra las alucinaciones eliminando a las amenazas principales.,
Arenas_title_description/Parking.CHAL09.Title,Orden en las escaleras mecánicas,
Arenas_title_description/Wuguan.CHAL01.Title,Estudiante para la eternidad,
Arenas_title_description/Exposition.CHAL04.Desc,Todo experto en arte sabe bien la importancia que tiene la posición desde la que se observa la obra para poder apreciar su esencia.,
Arenas_title_description/ServerRoom.CHAL07.Desc,Demuestra tu profesionalidad: deshazte de todos antes de que se den cuenta de qué está pasando.,
Arenas_title_description/RedRoom.CHAL10.Title,Enfrentamiento contra Liming Hui,
Arenas_title_description/Pit.CHAL06.Title,Lucha justa,
Arenas_title_description/Pit.CHAL03.Desc,Deshazte de los luchadores de Sean y su calor abrasador.,
Arenas_title_description/ServerRoom.CHAL01.Desc,Ábrete camino por las entrañas de silicio de la torre.,
Arenas_title_description/Kitchen.CHAL03.Desc,Encuentra a los artistas. Deshazte de ellos. Rápido.,
Arenas_title_description/Park.CHAL06.Desc,Hazte con tu lugar en la cima luchando hábilmente durante tu ascenso.,
Arenas_title_description/Pit.CHAL03.Title,Prueba de fuego,
Arenas_title_description/Kitchen.CHAL05.Title,Una mosca en la sopa,
Arenas_title_description/Stairs.CHAL04.Desc,Esta vez han decidido que tú eres el objetivo. Haz que se arrepientan.,
Arenas_title_description/Pit.CHAL07.Desc,Estos reclutas han entrenado duro para estar a tu nivel. Enséñales quién manda aquí indiscutiblemente.,
Arenas_title_description/SnowGarden.CHAL02.Title,Como un cubito de hielo,
Arenas_title_description/Pit.CHAL04.Title,La venganza de la banda,
Arenas_title_description/RedRoom.CHAL07.Desc,Dale a tu sifu otra oportunidad para cambiar su prematuro destino.,
Arenas_title_description/DanceFloor.CHAL03.Desc,Hora de lucir esos movimientos: agárralos y baila con ellos por toda la pista.,
Arenas_title_description/Corridor.CHAL06.Title,Mi vieja amiga la muerte,
Arenas_title_description/Rain.CHAL07.Title,Discípulos secretos,
Arenas_title_description/ServerRoom.CHAL04.Title,La amenaza hambrienta,
Arenas_title_description/Rain.CHAL05.Title,Sé kungfú,
Arenas_title_description/ServerRoom.CHAL02.Title,¡Estoy dentro!,
Arenas_title_description/RedRoom.CHAL09.Title,He venido para quedarme,
Arenas_title_description/ServerRoom.CHAL05.Title,En un servidor muy muy lejano,
Arenas_title_description/ServerRoom.CHAL02.Desc,"Antes de acceder a los servidores, ábrete paso entre tus enemigos.",
Arenas_title_description/RedRoom.CHAL08.Title,Demonios interiores,
Arenas_title_description/Wuguan.CHAL04.Title,Maestría interior,
Arenas_title_description/Stairs.CHAL04.Title,No es un juego mortal,
Arenas_title_description/Corridor.CHAL01.Title,¡Es una trampa!,
Arenas_title_description/Exposition.CHAL02.Desc,¡Menudo descontrol hay fuera! Una marabunta intenta colarse en la exposición. Evita a toda costa que pasen de la entrada.,
Arenas_title_description/Park.CHAL01.Title,Un simple paseo por el parque,
Arenas_title_description/Hangar.CHAL04.Desc,Mantén la posición y no te salgas del cuadrado.,
Arenas_title_description/Pit.CHAL07.Title,As de la lucha,
Arenas_title_description/SnowGarden.CHAL06.Title,La dama de la luna sangrienta,
Arenas_title_description/Pit.CHAL06.Desc,Los líderes del club se piensan que pueden deshacerse de ti. Niégales la oportunidad de golpearte ni tan solo una vez.,
Arenas_title_description/Park.CHAL06.Title,Pequeño dragón,
Arenas_title_description/Corridor.CHAL02.Desc,Vive la «experiencia cinemática definitiva en un pasillo».,
Arenas_title_description/Exposition.CHAL08.Title,Almas perdidas,
Arenas_title_description/Exposition.CHAL08.Desc,"Las almas perdidas buscan caminos únicos. Con un plan meticuloso, podrás guiarlas a su redención.",
Arenas_title_description/Kitchen.CHAL09.Title,Sueños lúcidos,
Arenas_title_description/Kitchen.CHAL06.Desc,Deja cada rincón de la cocina hecho un desastre.,
Arenas_title_description/Hangar.CHAL05.Desc,"Siembra el caos, y sobrevive de paso.",
Arenas_title_description/DanceFloor.CHAL02.Desc,Ábrete paso hasta el centro del escenario y sé el centro de todos los focos.,
Arenas_title_description/Park.CHAL04.Title,Quizá no sea solo un paseo,
Arenas_title_description/Hangar.CHAL03.Desc,Haz sitio y elige tus objetivos uno a uno.,
Arenas_title_description/Parking.CHAL03.Title,Rompiendo las reglas,
Arenas_title_description/Rain.CHAL01.Title,Llamada nocturna,
Arenas_title_description/Rain.CHAL06.Title,Pesadilla en las calles,
Arenas_title_description/ServerRoom.CHAL06.Title,No habrá paz para los malvados,
Arenas_title_description/Exposition.CHAL07.Title,¡Esto sí que es arte!,
Arenas_title_description/Kitchen.CHAL07.Desc,"Es tu momento. Infíltrate en la reunión, identifica a los peces gordos y acaba con ellos.",
Arenas_title_description/Corridor.CHAL02.Title,Tipo Viejo,
Arenas_title_description/Hangar.CHAL02.Title,Al filo,
Arenas_title_description/Corridor.CHAL06.Desc,"Al borde de tu último aliento, demuestra a esos matones que morirás matando.",
Arenas_title_description/Parking.CHAL07.Title,Aparcamiento paranormal,
Arenas_title_description/Pit.CHAL02.Title,Aguafiestas,
Arenas_title_description/Hangar.CHAL07.Desc,"Estás a 12 metros de altura, los enemigos te han rodeado y no hay escapatoria. Ponte manos a la obra.",
Arenas_title_description/RoofTop.CHAL02.Title,Perseverancia,
Arenas_title_description/Wuguan.CHAL04.Desc,"Practica la visualización de tus enemigos, concéntrate y derrota a todos y cada uno de ellos.",
Arenas_title_description/Wuguan.CHAL02.Desc,Practica tus técnicas de limpieza deshaciéndote de esos sucios luchadores que han entrado a tu wuguan.,
Arenas_title_description/Rain.CHAL04.Title,Alabado sea el Sol,
Arenas_title_description/Rain.CHAL02.Desc,Demuestra a estos luchadores callejeros que no saben con quién se enfrentan.,
Arenas_title_description/DanceFloor.CHAL07.Title,Refriega en el pub,
Arenas_title_description/Corridor.CHAL07.Title,Niebla morada alucinógena,
Arenas_title_description/Parking.CHAL03.Desc,Pon fin a los negocios turbios que tienen lugar cerca del aparcamiento de bicis.,
Arenas_title_description/Stairs.CHAL03.Desc,Pon fin a la interminable violencia de las bandas.,
Arenas_title_description/RedRoom.CHAL10.Desc,Derrota a los cinco traidores y ponle fin al baño de sangre en el desafío definitivo.,
Arenas_title_description/Stairs.CHAL08.Title,Carrera contra uno mismo,
Arenas_title_description/Stairs.CHAL01.Desc,Haz una redada en el lugar. Arresta a los sospechosos y a su jefe.,
Arenas_title_description/Stairs.CHAL01.Title,Redada en la zona,
Arenas_title_description/SnowGarden.CHAL03.Title,Al filo de la navaja,
Arenas_title_description/DanceFloor.CHAL09.Title,Disco rayado,
Arenas_title_description/DanceFloor.CHAL02.Title,Bajo los focos,
Arenas_title_description/RedRoom.CHAL06.Desc,Revive la infame noche que te coronó como sifu de tierra.,
Arenas_title_description/Park.CHAL03.Title,El regreso de los conservadores,
Arenas_title_description/Hangar.CHAL06.Desc,Disfruta del subidón por vencer a tus enemigos mientras asciendes y desciendes por el almacén.,
Arenas_title_description/Pit.CHAL05.Desc,Planta cara a sus armas con las manos desnudas.,
Arenas_title_description/Hangar.CHAL06.Title,Montaña rusa,
Arenas_title_description/Parking.CHAL01.Title,Barullo en el sótano,
Arenas_title_description/RedRoom.CHAL02.Title,Prisa: El Club,
Arenas_title_description/RedRoom.CHAL03.Title,Prisa: El Museo,
Arenas_title_description/RedRoom.CHAL05.Title,Prisa: El Santuario,
Arenas_title_description/RedRoom.CHAL01.Title,Prisa: Los Tugurios,
Arenas_title_description/RedRoom.CHAL04.Title,Prisa: La Torre,
Arenas_title_description/Hangar.CHAL01.Title,Negocio herrumbroso,
Arenas_title_description/Pit.CHAL01.Title,Implacable,
Arenas_title_description/Stairs.CHAL07.Title,Segundo aliento,
Arenas_title_description/ServerRoom.CHAL01.Title,Datos sensibles,
Arenas_title_description/RoofTop.CHAL03.Desc,"Intenta escapar. No dejes que se vaya, cueste lo que cueste.",
Arenas_title_description/SnowGarden.CHAL04.Title,Un frío que corta,
Arenas_title_description/DanceFloor.CHAL01.Title,Que comience el espectáculo,
Arenas_title_description/Kitchen.CHAL04.Desc,Demuestra a quienes te persiguen que deberían haberse quedado en casa.,
Arenas_title_description/SnowGarden.CHAL01.Title,Día de nieve ,
Arenas_title_description/Stairs.CHAL07.Desc,Algunos enemigos no se dan tan fácilmente por vencidos. Es hora de darles una valiosa lección.,
Arenas_title_description/DanceFloor.CHAL06.Desc,Unos fiesteros están abusando de la hospitalidad del local. Enséñales dónde está la salida.,
Arenas_title_description/RedRoom.CHAL03.Desc,Lucha con Kuroki y sus artistas y sirvientes favoritos.,
Arenas_title_description/Corridor.CHAL05.Title,Elevación Espiritual,
Arenas_title_description/RedRoom.CHAL05.Desc,Enfréntate a Yang y a los renombrados guardianes del santuario.,
Arenas_title_description/SnowGarden.CHAL03.Desc,Mantente alerta para sobrevivir al incesante asalto de los guardias armados.,
Arenas_title_description/RoofTop.CHAL02.Desc,Sigue siendo fuerte. Sigue siendo joven. Sigue ahí arriba.,
Arenas_title_description/RedRoom.CHAL09.Desc,Sé fuerte y derrota a todos los oponentes que se atrevan a interponerse en tu venganza.,
Arenas_title_description/Rain.CHAL02.Title,El club de la lucha callejera,
Arenas_title_description/Kitchen.CHAL08.Desc,La fuerza reside en la estabilidad. Protege este santuario a toda costa.,
Arenas_title_description/RedRoom.CHAL02.Desc,Fortalece tu espíritu y cuerpo contra Sean y su secta.,
Arenas_title_description/Hangar.CHAL05.Title,Mobiliario de atrezo,
Arenas_title_description/Parking.CHAL08.Desc,"La clave del éxito es la precisión, la rapidez y la eficiencia.",
Arenas_title_description/Parking.CHAL08.Title,Precisión quirúrgica,
Arenas_title_description/Corridor.CHAL01.Desc,Sobrevive a la trampa de la banda y despeja el pasillo.,
Arenas_title_description/Exposition.CHAL01.Desc,Date una vuelta por el museo y deshazte de esos molestos visitantes que te impiden disfrutar de la experiencia.,
Arenas_title_description/SnowGarden.CHAL07.Desc,Elimina al clan. Con la venganza no se juega.,
Arenas_title_description/Parking.CHAL06.Title,Programa de eliminación de testigos,
Arenas_title_description/Park.CHAL02.Title,Impartiendo clase,
Arenas_title_description/Pit.CHAL01.Desc,Esa es tu entrada. Aprovecha la oportunidad y demuestra lo que vales.,
Arenas_title_description/Parking.CHAL05.Title,Oleada de agentes,
Arenas_title_description/Corridor.Title,El pasillo ,
Arenas_title_description/RedRoom.Title,La cámara carmesí,
Arenas_title_description/Rain.Title,El cruce,
Arenas_title_description/DanceFloor.Title,La pista de baile,
Arenas_title_description/DanceFloor.CHAL04.Desc,Una horda se ha adueñado de la pista de baile. Lánzate de lleno al desmadre y sacúdelos bien. ,
Arenas_title_description/ServerRoom.Title,El centro de datos,
Arenas_title_description/Pit.Title,El foso de combate,
Arenas_title_description/RoofTop.CHAL07.Title,La reunión al completo,
Arenas_title_description/Exposition.Title,La galería de arte,
Arenas_title_description/RoofTop.Title,El helipuerto,
Arenas_title_description/Corridor.CHAL03.Title,El último examen,
Arenas_title_description/Park.Title,El mirador,
Arenas_title_description/Parking.Title,El aparcamiento,
Arenas_title_description/Kitchen.CHAL07.Title,La reunión,
Arenas_title_description/Kitchen.Title,El restaurante,
Arenas_title_description/Hangar.CHAL03.Title,Recluta,
Arenas_title_description/SnowGarden.Title,El jardín nevado,
Arenas_title_description/Hangar.CHAL04.Title,El cuadrado,
Arenas_title_description/Stairs.Title,La escalera,
Arenas_title_description/Exposition.CHAL01.Title,Tour por el museo ,
Arenas_title_description/Kitchen.CHAL08.Title,La defensa del árbol,
Arenas_title_description/Hangar.Title,El almacén,
Arenas_title_description/RoofTop.CHAL03.Title,La mujer de blanco,
Arenas_title_description/Wuguan.Title,El Wuguan,
Arenas_title_description/Pit.CHAL02.Desc,El público no solo está aquí para festejar. Quieren participar en la pelea.,
Arenas_title_description/Exposition.CHAL05.Desc,La clave está en los detalles. Hasta los lugares más recónditos del museo necesitan una limpieza en profundidad.,
Arenas_title_description/ServerRoom.CHAL08.Desc,La supervivencia del más fuerte en estado puro.,
Arenas_title_description/Hangar.CHAL09.Desc,El primer paso para que te respeten es parecer respetable. Pon orden en este almacén.,
Arenas_title_description/Pit.CHAL04.Desc,La banda vuelve a por más. Han venido a por ti.,
Arenas_title_description/SnowGarden.CHAL06.Desc,"El olor de la sangre es cada vez más fuerte, incluso en la nieve.",
Arenas_title_description/ServerRoom.CHAL04.Desc,"Los espíritus son incansables, pero la valiente figura amarilla no dejará de arrear puñetazos.",
Arenas_title_description/Stairs.CHAL06.Desc,Puede que haya que echarle una mano de pintura a la escalera cuando termines. Píntala de rojo.,
Arenas_title_description/Wuguan.CHAL05.Desc,¡Los ladrones se van con tu equipo de danza del león! Deshazte de los líderes que van disfrazados.,
Arenas_title_description/Rain.CHAL06.Desc,"Aunque sus movimientos sean lentos, siguen siendo letales. Evita que te abrumen y ve a por las amenazas más fuertes.",
Arenas_title_description/Park.CHAL03.Desc,Estos artistas intentan desafiarte durante tu paseo.,
Arenas_title_description/Park.CHAL01.Desc,Esta gente no solo ha venido por las vistas.,
Arenas_title_description/Rain.CHAL01.Desc,Estas calles tienen muy mala fama. Haz que cambie.,
Arenas_title_description/DanceFloor.CHAL08.Desc,"Tienen miedo, así que ya sabes: ¡enfoque, voluntad y compromiso! ",
Arenas_title_description/Kitchen.CHAL05.Desc,No esperaban que el lugar estuviese vigilado. Píllalos desprevenidos y no dejes que se pongan cómodos.,
Arenas_title_description/Parking.CHAL05.Desc,No paran de multiplicarse hasta abrumarte. Atrévete a plantarles cara.,
Arenas_title_description/Parking.CHAL06.Desc,Se han repartido por todo el aparcamiento. Persíguelos y elimínalos en cuanto los veas.,
Arenas_title_description/DanceFloor.CHAL09.Desc,Esta zona es solo para los DJ. No dejes que Sean y sus matones se acerquen a la cabina.,
Arenas_title_description/Stairs.CHAL05.Desc,Este es tu territorio. No dejes que se cuestionen quién manda aquí.,
Arenas_title_description/Stairs.CHAL02.Desc,Aquí hace falta una limpieza. Ayuda a la gente a recuperar sus hogares.,
Arenas_title_description/Exposition.CHAL02.Title,"¿Me enseña su entrada, por favor?",
Arenas_title_description/SnowGarden.CHAL02.Desc,Caliéntate zurrando a tus enemigos para resistir el frío.,
Arenas_title_description/Park.CHAL04.Desc,"Para alcanzar la cima, solo se puede confiar en los puños.",
Arenas_title_description/Exposition.CHAL03.Title,Separadas,
Arenas_title_description/Park.CHAL08.Title,Viajar expande la mente,
Arenas_title_description/Stairs.CHAL03.Title,Dos puños de acero,
Arenas_title_description/Exposition.CHAL03.Desc,"Dos mujeres, la una junto a la otra, y, al mismo tiempo, separadas. Ábrete paso a través de esta increíble exhibición.",
Arenas_title_description/RoofTop.CHAL04.Title,Bajo los proyectores,
Arenas_title_description/Parking.CHAL07.Desc,Unos seres sobrenaturales acechan en las sombras del subterráneo. Será mejor que les pongas fin antes de que lo hagan ellos contigo.,
Arenas_title_description/RoofTop.CHAL06.Desc,Usa tus movimientos de kungfú para evitar que los espíritus de la bestia invadan el helipuerto.,
Arenas_title_description/Kitchen.CHAL02.Desc,Usa la imaginación para asegurar la zona.,
Arenas_title_description/Exposition.CHAL09.Desc,El vandalismo te toca muchísimo la moral. Detén a esos gamberros y protege las valiosas obras de arte.,
Arenas_title_description/Corridor.CHAL05.Desc,Gánate tu título oleada tras oleada y asciende a lo más alto.,
Arenas_title_description/Wuguan.CHAL02.Title,Pulir cera,
Arenas_title_description/Kitchen.CHAL06.Title,¿Qué se cuece aquí? ,
Arenas_title_description/Kitchen.CHAL01.Desc,"¡Limpia esto, ya!",
Arenas_title_description/SnowGarden.CHAL01.Desc,"Con tus movimientos de kungfú, hasta una sencilla bola de nieve puede convertirse en un arma letal.",
Arenas_title_description/ServerRoom.CHAL06.Desc,"Los testigos son un incordio: elimínalos rápido, antes de que llamen a más refuerzos de la cuenta.",
Arenas_title_description/Kitchen.CHAL02.Title,Riesgos laborales,
Arenas_title_description/RedRoom.CHAL06.Title,Masacre en el wuguan,
Arenas_title_description/DanceFloor.CHAL05.Title,Un garito exclusivo,
Arenas_title_description/Rain.CHAL05.Desc,Solo tú puedes. Demuéstralo.,
Arenas_title_description/DanceFloor.CHAL05.Desc,Has oído hablar de un club de lucha clandestino al que la gente acude para zurrarse. Únete a ellos y reclama tu ración de palos.,
Arenas_title_description/Park.CHAL05.Desc,"Solo tienes una oportunidad, pero si lo haces bien, con una es suficiente.",
