key,source,target
C01_Strings_SB/1314_Wax,«¡CERA!»,
C01_Strings_SB/1314_WouldYouGo,«¿TE IMPORTARÍA IR A #{150}MONTE MIEL{100} #Y PEDIRLE CERA A #{150}ABEJÍPSTER?{100}»,
C01_Strings_SB/1516_GoblinsAhead,LOS {150}DUENDES{100} PASEABAN POR ALLÍ.,
C01_Strings_SB/1516_PipChat_WrongWay,"¡JOTA, POR AHÍ NO SE VA A MONTE MIEL!",
C01_Strings_SB/1516_ToGreatRoads,A TORRE TOMO,
C01_Strings_SB/1516a_HoneyPeak,MONTE MIEL,
C01_Strings_SB/1516a_InkWood,BOSQUETINTA,
C01_Strings_SB/1718_GateSwungOpen,LA PUERTA SE #ABRIÓ PARA EL ESCUDERO VALIENTE.,
C01_Strings_SB/1718_HoneyPeak,¡MONTE MIEL!,
C01_Strings_SB/1920_LeaptOnwards,¡EL ESCUDERO VALIENTE AVANZÓ SALTANDO ÁGILMENTE!,
C01_Strings_SB/1920_Precarious,PERO ESTO PARECÍA MUY... #{150}¡PELIGROSO!,
C01_Strings_SB/2122_DeepBreath,JOTA #RESPIRÓ HONDO Y...,
C01_Strings_SB/2122_LeaptOff,¡DIO UN GRAN BRINCO!,
C01_Strings_SB/2324_AGoblin,¡UN DUENDE!,
C01_Strings_SB/2526_PipChat04,AH... LA CIMA DE MONTE MIEL... #¡MENUDAS VISTAS! @...,
C01_Strings_SB/2526_PipChat05,¿VES ESE BÚHO GIGANTESCO DE AHÍ? @¡ES TORRE TOMO!,
C01_Strings_SB/2526_PipChat06,"¡HALA! ¡ES UN TEJÓN DE LA MIEL! ¡Y SE ESTÁ COMIENDO LA MIEL DE ABEJÍPSTER! @TEN CUIDADO, JOTA... LOS TEJONES DE LA MIEL SE PONEN MUY GRUÑONES CUANDO TIENEN HAMBRE...",
C01_Strings_SB/2526_PipChat07,PUES NADA... VAMOS ALLÁ...,
C01_Strings_SB/2526_BennyBeeChat_ComplimentsToWiz,DADLE RECUERDOS AL MAGO.,
C01_Strings_SB/2526_BennyBeeChat_ForSureWax,"PUES CLARO, PIP. OS DEBO UNA. AQUÍ TIENES, AMIGO MÍO.",
C01_Strings_SB/2526_BennyBeeChat_Intro,"AHH... QUÉ BIEN SIENTA VOLVER A MI COLMENA. @MUCHAS GRACIAS, JOTA, ME HAS SALVADO. ESE TEJÓN DE LA MIEL SE ESTABA COMIENDO TODA MI CERA. @EN FIN, CHICOS, ¿QUÉ OS TRAE POR AQUÍ?",
C01_Strings_SB/2526_PipChat_MoonbeardSentUs,"¡VENIMOS DE PARTE DE BARBALUNA! DICE QUE NECESITA UN POCO DE CERA DE ABEJA, ¡SI ES QUE TE QUEDA!",
C01_Strings_SB/2526_PipChat_WhatsGoingOn,¿EH? ¿QUÉ ESTÁ PASANDO? @¿A QUÉ VIENE ESTA OSCURIDAD TAN INQUIETANTE?,
C01_Strings_SB/2728_DustUp,JOTA SE PREPARÓ #PARA EL #{150}COMBATE.,
C01_Strings_SB/2728_HoneyBadgerAngry,EL #TEJÓN DE LA MIEL #PARECÍA UN POQUITO #{225}ENFADADO.,
C01_Strings_SB/2930_APlusStick,{Action_Jump}+Ꜳ,
C01_Strings_SB/2930_Attack,¡ATACA!,
C01_Strings_SB/2930_Block,BLOQUEO,
C01_Strings_SB/2930_BoxingTheBadger,"«¡TOMA ESTO, TEJÓN!»",
C01_Strings_SB/2930_Defend,¡DEFIENDE!,
C01_Strings_SB/2930_Dodge,ESQUIVA,
C01_Strings_SB/2930_Guard,GUARDIA,
C01_Strings_SB/2930_Hook,GANCHO,
C01_Strings_SB/2930_Jab,JAB,
C01_Strings_SB/2930_StickDown,ꜽ,
C01_Strings_SB/2930_StickLeftRight,Ꜿꜿ,
C01_Strings_SB/3132_BeastWasBested,¡LA {200}CRIATURA{100} {200}HUYÓ{100} CON PREMURA!,
C01_Strings_SB/3132_Triumphant,¡EL ESCUDERO VALIENTE #{150}HABÍA VENCIDO!,
C01_Strings_SB/3334_DownTheyFell,CAYERON #AL #{150}VACÍO.,
C01_Strings_SB/3334_Oof,¡UF!,
C01_Strings_SB/3536_Confer,¡ERA EL MOMENTO DE #IR A CONSULTAR A #{160}BARBALUNA!,
C01_Strings_SB/3536_MoonbeardChat01,"PUES SÍ, ES GRUÑONZÓN. ESE TIPO NUNCA TRAMA NADA BUENO. @PERO HAY ALGO EXTRAÑO EN LA MAGIA QUE HA USADO... @ASÍ NO ES COMO SUELE TRANSCURRIR LA HISTORIA, ¿SABES? @QUIERO DECIR... MMM... @... @¡EJEM, HAGAMOS COMO QUE NO HE DICHO NADA! @¡ESTA ES UNA MISIÓN PARA JOTA, EL ESCUDERO VALIENTE! @GRUÑONZÓN ESTÁ EN TORRE TOMO... @¡VE ALLÍ Y ASEGÚRATE DE QUE ESE PATÁN NO CAUSE MÁS PROBLEMAS!",
C01_Strings_SB/3536_Violet_Chat01,{135}¡HOLAAAAAAA!{100},
C01_Strings_SB/3536_MoonbeardChat02,"ESE MAGO MALROLLERO ESTÁ EN TORRE TOMO. JOTA, VIOLETA, ID ALLÍ Y... @¡PONED FIN A LOS DESPROPÓSITOS DE GRUÑONZÓN! @MIENTRAS, YO INVESTIGARÉ ESA EXTRAÑA MAGIA VERDE... @Y ME COMERÉ UN DÓNUT, PERO ESO TAMPOCO VIENE AL CASO. @¡NOS VEMOS!",
C01_Strings_SB/3536_Pip_Chat01,"¡ADIÓS Y BUENA SUERTE! @AUNQUE... ¡TÚ NO NECESITAS SUERTE, JOTA!",
C01_Strings_SB/3536_Violet_Chat02,"¡OYE, JOTA! PARECE QUE GRUÑONZÓN ESTÁ DANDO PROBLEMAS OTRA VEZ, ¿EH? @¡BARBALUNA YA ME HA CONTADO LO QUE HA PASADO!",
C01_Strings_SB/3536_Violet_Chat03,"NO TE VOY A MENTIR: ESTOY DESEANDO VER AL ESCUDERO VALIENTE EN ACCIÓN... @{150}¡PAM!{100} @¡ADELANTE, JOTA!",
C01_Strings_SB/3536_TomeTowerUrgency,¡JOTA SINTIÓ UNA NECESIDAD IMPERIOSA DE IR A TORRE TOMO!,
C01_Strings_SB/4344_Violet_Chat01,PERO ¿QUÉ...?,
C01_Strings_SB/4344_Violet_Chat02,"¡GENIAL! ¡SIEMPRE SE TE HAN DADO BIEN LAS PALABRAS, JOTA!",
C01_Strings_SB/4546_Violet_JustAhead,¡YA VEO EL CAMINO A LA TORRE! ¡EL ÚLTIMO EN LLEGAR ES UN GALLINA!,
C01_Strings_SB/Shop_BuyConfirm01,¿QUIERES COMPRAR ESTE OBJETO?,
C01_Strings_SB/Shop_BuyConfirm02,¿QUIERES COMPRAR ESTE OBJETO? REEMPLAZARÁ TU HABILIDAD ACTUAL.,
C01_Strings_SB/Shop_Unlock_SwordThrow,¡JOTA HA CONSEGUIDO LA INSIGNIA DEL LANZAMIENTO DE ESPADA!,
C01_Strings_SB/Shop_Unlock_JumpAttack,¡JOTA HA CONSEGUIDO LA INSIGNIA DEL ATAQUE CON SALTO!,
C01_Strings_SB/Shop_Unlock_SpinAttack,¡JOTA HA CONSEGUIDO LA INSIGNIA DEL ATAQUE GIRATORIO!,
C01_Strings_SB/Shop_Ugrade_SwordDamage01,¡JOTA HA MEJORADO EL DAÑO DE SU ESPADA!,
C01_Strings_SB/Shop_Ugrade_SwordThrow01,¡JOTA HA MEJORADO EL LANZAMIENTO DE ESPADA!,
C01_Strings_SB/Shop_Ugrade_SpinAttack01,¡JOTA HA MEJORADO EL ATAQUE GIRATORIO!,
C01_Strings_SB/Shop_Ugrade_SwordDamage02,¡JOTA HA MEJORADO AL MÁXIMO EL DAÑO DE SU ESPADA!,
C01_Strings_SB/Shop_Ugrade_SwordThrow02,¡JOTA HA MEJORADO AL MÁXIMO EL LANZAMIENTO DE ESPADA!,
C01_Strings_SB/Shop_Ugrade_SpinAttack02,¡JOTA HA MEJORADO AL MÁXIMO EL ATAQUE GIRATORIO!,
C01_Strings_SB/2930_DodgeHint,¡ESQUIVA!,
C01_Strings_SB/Shop_Description_Unlock_SwordThrow,LANZA TU ESPADA PARA ATACAR A ENEMIGOS O RECUPERAR COSAS QUE ESTÉN LEJOS.,
C01_Strings_SB/Shop_Description_Unlock_JumpAttack,REALIZA UN PODEROSO Y SORPRENDENTE GOLPE DESCENDENTE DESDE EL AIRE.,
C01_Strings_SB/Shop_Description_Unlock_SpinAttack,CARGA Y LIBERA UN DEVASTADOR ATAQUE GIRATORIO PARA GOLPEAR FÁCILMENTE A GRUPOS DE ENEMIGOS.,
C01_Strings_SB/Shop_Description_Upgrade_SwordDamage01,AUMENTA EL PODER DE LA ESPADA DE JOTA. POTENCIA TODOS LOS ATAQUES CON ESPADA.,
C01_Strings_SB/Shop_Description_Upgrade_SwordThrow01,AHORA JOTA PUEDE IMPACTAR A VARIOS ENEMIGOS CON UN ÚNICO LANZAMIENTO DE ESPADA.,
C01_Strings_SB/Shop_Description_Upgrade_SpinAttack01,AHORA JOTA GIRARÁ DOS VECES TRAS CARGAR UN GIRO.,
C01_Strings_SB/Shop_Description_Upgrade_SwordDamage02,AUMENTA AÚN MÁS EL PODER DE LA ESPADA DE JOTA. POTENCIA TODOS LOS ATAQUES CON ESPADA.,
C01_Strings_SB/Shop_Description_Upgrade_SwordThrow02,JOTA AHORA PUEDE LANZAR SU ESPADA AÚN MÁS LEJOS QUE ANTES.,
C01_Strings_SB/Shop_Description_Upgrade_SpinAttack02,AHORA JOTA GIRARÁ TRES VECES TRAS CARGAR UN GIRO.,
C01_Strings_SB/Shop_Description_Upgrade_SwordDamage03,¡AUMENTA EL PODER DE LA ESPADA DE JOTA AL MÁXIMO! POTENCIA TODOS LOS ATAQUES CON ESPADA.,
C01_Strings_SB/Shop_Description_Upgrade_SwordThrow03,AHORA JOTA PUEDE RECUPERAR SU ESPADA INSTANTÁNEAMENTE.,
C01_Strings_SB/Shop_Description_Upgrade_SpinAttack03,AHORA JOTA GIRARÁ LA INCREÍBLE CIFRA DE CUATRO VECES TRAS CARGAR UN GIRO.,
C01_Strings_SB/Shop_Description_Special_SuperAttack,¡LOS ATAQUES CUERPO A CUERPO INFLIGEN EL DOBLE DE DAÑO!,
C01_Strings_SB/Shop_Description_Special_BulbMultiplier,¡TODAS LAS BOMBILLAS QUE RECOJAS VALEN EL DOBLE!,
C01_Strings_SB/Shop_Description_Special_ProtectiveBubble,UNA BURBUJA PROTEGERÁ A JOTA DEL SIGUIENTE IMPACTO... ¡E INFLIGIRÁ DAÑO A ESE ENEMIGO!,
C01_Strings_SB/Shop_Description_Special_SuperThrow,¡EL LANZAMIENTO DE ESPADA INFLIGIRÁ DEL DOBLE DE DAÑO!,
C01_Strings_SB/Shop_Description_Special_MagneticSwordThrow,"¡CUANDO LA LANCES, AHORA LA ESPADA ATRAERÁ OBJETOS QUE ESTÉN LEJOS!",
C01_Strings_SB/Shop_Description_Special_Armour,¡JOTA RECIBIRÁ UNA ARMADURA PROTECTORA!,
C01_Strings_SB/Shop_Description_Special_Magnet,¡JOTA ATRAERÁ OBJETOS DESDE LEJOS! IDEAL PARA COLECCIONISTAS PEREZOSOS.,
C01_Strings_SB/Shop_Description_Special_Random,¡RECIBE UN OBJETO ESPECIAL QUE TAL VEZ NO ESTÉ DISPONIBLE ACTUALMENTE EN LA TIENDA!,
C01_Strings_SB/Shop_Description_ArtScroll,¡UN PERGAMINO DE ARTE COLECCIONABLE QUE NO SE PUEDE ENCONTRAR EN LAS TIERRAS DE MOYO!,
C01_Strings_SB/Shop_FirstIntroduction,"¡SALUDOS, VALEROSOS GUERREROS! @ME LLAMO MARTINA... ¡ES UN PLACER CONOCEROS! @LOS AVENTUREROS ACABÁIS CON TEMIBLES ADVERSARIOS... Y YO CON LOS PRECIOS ELEVADOS. @¡DEJAD QUE OS ENSEÑE LO QUE TENGO A LA VENTA!",
C01_Strings_SB/Shop_FirstFarewell,"¡HA SIDO UN PLACER CONOCEROS! @ACORDAOS DE PASAR POR MI TIENDA CUANDO PODÁIS... ¡LA PRÓXIMA VEZ TENDRÉ NOVEDADES! @SI SEGUÍS SALVANDO ESTAS TIERRAS DE COSAS MALAS, MI NEGOCIO OS SALVARÁ DE LAS MALAS OFERTAS. @¡HASTA PRONTO, VALEROSOS GUERREROS!",
C01_Strings_SB/Shop_Greeting01,¡VOLVEMOS A VERNOS! @¿QUERÉIS ECHAR UN VISTAZO A MI SELECCIÓN DE ARTÍCULOS?,
C01_Strings_SB/Shop_Greeting02,"¡VAYA, VAYA, PERO SI SON LOS VALIENTES GUERREROS CON BUEN OJO PARA LAS OFERTAS! @TENGO ALGUNAS NOVEDADES, ¡MIRAD!",
C01_Strings_SB/Shop_Return01,¿QUERÉIS ECHAR OTRO VISTAZO?,
C01_Strings_SB/Shop_Farewell01,"¡HASTA LA PRÓXIMA, VALIENTES GUERREROS!",
C01_Strings_SB/Shop_Farewell02,"¡HASTA PRONTO, AMIGOS!",
C01_Strings_SB/Shop_ForceSwordThrow01,"¡BUENAS NOTICIAS, AMIGOS! @NECESITO HACER SITIO PARA RENOVAR MI INVENTARIO, ASÍ QUE OS VOY A DAR ESTO GRATIS.",
C01_Strings_SB/Shop_ForceSwordThrow02,"AMIGOS, ME HARÍAIS UN GRAN FAVOR SI OS LLEVASEIS ESTO. @¡VENGA, QUE OS LO REGALO!",
C01_Strings_SB/4546_Violet_Crumble_1,"BUENO, PUES... AQUÍ ESTÁ ESE MISTERIOSO BÚHO ANCESTRAL. @SE SUPONE QUE AQUÍ ESTÁ ALMACENADO TODO EL CONOCIMIENTO DE MOYO, ¿SABES?",
C01_Strings_SB/4546_Violet_Crumble_2,¡HALA! @CREO QUE EL SUELO NO DEBERÍA ESTAR HACIENDO ESTO...,
C01_Strings_SB/AG_ALT_HERO_1,"Aunque las líneas generales del diseño de Jota se decidieron muy pronto, exploramos diseños alternativos para el héroe durante la preproducción.",
C01_Strings_SB/AG_ALT_HERO_2,"Una prueba de cómo quedaría un diseño alternativo para el héroe en entornos isométricos. Conclusión: demasiado complejo visualmente y con menos encanto. Lo siento, amigo.",
C01_Strings_SB/AG_BIRTH_OF_THE_GLITCHBIRD,"Un fallo gráfico en el minijuego de boxeo creó a nuestro amigo el Pajarroto. Un personaje que creó el propio juego. Gracias, juego.",
C01_Strings_SB/AG_CHARACTERART_DINOSAURS,Algunos personajes que aparecen en la sección del juego que nosotros llamamos «Dinorama».,
C01_Strings_SB/AG_CONCEPT_AREA_BEACH,"Diseños iniciales de entornos del juego. Con el tiempo, este se convirtió en Playa Parranda.",
C01_Strings_SB/AG_CONCEPT_AREA_DINOLAND,"Diseños iniciales de entornos del juego. Con el tiempo, este se convirtió en la tierra de los dinosaurios que Jota encuentra en el escritorio.",
C01_Strings_SB/AG_CONCEPT_AREA_CANDYLAND,Diseños iniciales de entornos del juego. Parece delicioso.,
C01_Strings_SB/AG_CONCEPT_AREA_CASTLETOWN,"Diseños iniciales de entornos del juego. Con el tiempo, este se convirtió en la ciudad de Artia.",
C01_Strings_SB/AG_CONCEPT_AREA_CASTLE,"Diseños iniciales de entornos del juego. Con el tiempo, este se convirtió en el castillo de Artia.",
C01_Strings_SB/AG_CONCEPT_AREA_FAIRYFOREST,Diseños iniciales de entornos del juego. Un lugar embrujado.,
C01_Strings_SB/AG_CONCEPT_AREA_HAUNTED,Diseños iniciales de entornos del juego. Qué miedo.,
C01_Strings_SB/AG_CONCEPT_AREA_JAIL,"Diseños iniciales de entornos del juego. Con el tiempo, este se convirtió en Perdición Profunda.",
C01_Strings_SB/AG_CONCEPT_AREA_MOUNTAINS,"Diseños iniciales de entornos del juego. Con el tiempo, este se convirtió en las tierras verdes de los primeros capítulos del juego.",
C01_Strings_SB/AG_CONCEPT_AREA_SKELETOWN,Diseños iniciales de entornos del juego. En este había muchos esqueletos.,
C01_Strings_SB/AG_CONCEPT_AREA_SLIMEDUNGEON,Diseños iniciales de entornos del juego. Intento de explotar la nostalgia de los niños de los 80 y 90 que crecieron con dibujos animados y juegos de cosas pringosas.,
C01_Strings_SB/AG_CONCEPT_AREA_SNOWROUTE,"Diseños iniciales de entornos del juego. Esa fuente termal resulta muy tentadora, ¿no te parece?",
C01_Strings_SB/AG_CONCEPT_AREA_SWAMP,"Diseños iniciales de entornos del juego. Con el tiempo, este se convirtió en el Pantano Poético.",
C01_Strings_SB/AG_CONCEPT_AREA_VOLCANO,Diseños iniciales de entornos del juego. Todos estos diseños conceptuales de entornos fueron dibujados por Dave Hankin.,
C01_Strings_SB/AG_CONCEPT_AREA_WIZARDLAB,"Diseños iniciales de entornos del juego. Con el tiempo, este se convirtió en el laboratorio de Barbaluna.",
C01_Strings_SB/AG_CONCEPT_BOXINGMINIGAME,"Sabíamos que queríamos incluir un minijuego de boxeo... pero tardamos bastante en decidir quién sería el adversario de Jota. Finalmente, se decidió que no fuese un pato enorme y musculado.",
C01_Strings_SB/AG_CONCEPT_BUGFIGHT,"Pruebas del aspecto de Jota en el escritorio. Al principio, utilizamos la técnica del «sombreado plano», pero quedaba mejor con una renderización más realista.",
C01_Strings_SB/AG_CONCEPT_CHARACTER_JOT,"Diseño inicial de personaje. Esto fue antes de que Jota fuese escritor, por eso no llevaba una pluma en el sombrero. Sin embargo, ya transmitía mucha valentía.",
C01_Strings_SB/AG_CONCEPT_CHARACTER_MOONBEARD,Diseño inicial de personaje. Barbaluna antes de tener gafas de sol.,
C01_Strings_SB/AG_CONCEPT_CHARACTER_PIP,"Diseño inicial de personaje. Originalmente, Pip iba a ser un embustero que al final resultaría ser malvado. El Pip que aparece en el juego es pura bondad. O eso creemos.",
C01_Strings_SB/AG_CONCEPT_CHARACTER_THRASH,"Diseño inicial de personaje. Siempre tuvimos claro que Crash iba a ser muy atlético, aunque, hasta que decidimos que fuese un trol de la montaña, en principio iba a ser un personaje humano.",
C01_Strings_SB/AG_CONCEPT_CHARACTER_VIOLET,"Diseño inicial de personaje. En un momento dado, Violeta era una conejita.",
C01_Strings_SB/AG_CONCEPT_CHARACTER_HUMGRUMP,Diseño inicial de personaje. El diseño de Gruñonzón lo tuvimos claro desde el principio y casi no cambiamos nada.,
C01_Strings_SB/AG_CONCEPT_GAMEPLAY_MOLES,Una idea para un minijuego de golpear topos. Aunque estos tienen cara de devolvértela.,
C01_Strings_SB/AG_CONCEPT_OUTOFTHEBOOK,"Un diseño conceptual de Jota saliendo del libro. Durante un tiempo, lo dibujábamos con un gato como compañero, pero finalmente Pip ocupó ese papel. El ratón derrotó al gato.",
C01_Strings_SB/AG_CONCEPT_ROOM,Una exploración del aspecto de la habitación. Esta referencia les fue muy útil a los artistas de 3D. El dibujo es obra de Murilo Cavalcanti.,
C01_Strings_SB/AG_CONCEPT_THEDARKDESK,Una exploración del ambiente del escritorio cuando Jota es expulsado de su libro por primera vez.,
C01_Strings_SB/AG_DEATHFISH,"Una página de introducción de una idea para un minijuego de disparos. Teníamos claro que queríamos que Jota se pusiese en plan musculado cuando hiciera falta. No tiene ninguna lógica, pero nos hizo gracia.",
C01_Strings_SB/AG_ENEMYIDEAS1,"A veces viene bien dibujar a un montón de enemigos sin pensar demasiado en cómo vas a usarlos. Después, puedes elegir los que más te hayan gustado.",
C01_Strings_SB/AG_ENEMYIDEAS2,Este enemigo cerdito finalmente se convirtió en los borradoinks que encontramos en Artia.,
C01_Strings_SB/AG_ENEMYIDEAS3,"Me gusta este oso empresario. Es una pena que no le diésemos ningún papel en el juego. En fin, quizá algún día...",
C01_Strings_SB/AG_ENEMYIDEAS4,Diseños para enemigos con forma de siluetas.,
C01_Strings_SB/AG_FIRSTSKETCHES1,"Este boceto fue realizado en cuanto surgió la idea de El Escudero Valiente. Incluye un diseño muy inicial de nuestro héroe, Jota.",
C01_Strings_SB/AG_FIRSTSKETCHES2,Boceto inicial de la jugabilidad isométrica. Tuvimos claro desde el principio que queríamos que el texto de la narración apareciese en el entorno.,
C01_Strings_SB/AG_FIRSTSKETCHES3,Bocetos del aspecto de algunos minijuegos sencillos de página completa.,
C01_Strings_SB/AG_FIRSTSKETCHES4,Boceto inicial del desplazamiento lateral del juego.,
C01_Strings_SB/AG_FIRSTSKETCHES5,"Boceto de cómo podrían quedar las interacciones entre personajes con perspectiva isométrica, donde podemos ver uno de los primeros diseños de Barbaluna.",
C01_Strings_SB/AG_KEYART_CONCEPT1,"Primeras pruebas para el «key art» del juego, aunque parece más un avance que el «key art» como tal. En esta imagen podemos ver el nombre provisional del proyecto.",
C01_Strings_SB/AG_KEYART_CONCEPT2,"Diseño básico del «key art», con un primer diseño del logo.",
C01_Strings_SB/AG_KEYART_FINAL,"El «key art» final, creado combinando renderización en 3D y elementos pintados digitalmente.",
C01_Strings_SB/AG_MINIGAMEART_RESOTUB,La estética de este minijuego de disparos está inspirada en unos dibujos animados de ciencia ficción. Nos referimos a esta sección de juego como «Resocubo».,
C01_Strings_SB/AG_MODELSHEET_JOT,Jota tiene manchas de tinta en la mano con la que escribe.,
C01_Strings_SB/AG_MODELSHEET_THRASH,Crash tiene callos en los dedos de tocar la batería y en las plantas de los pies de... andar descalzo.,
C01_Strings_SB/AG_MODELSHEET_VIOLET,Violeta lleva las manos manchadas de pintura.,
C01_Strings_SB/AG_OBJECTDESIGN_DOMINO,"Inicialmente, los objetos de dominó interactivos del juego eran fichas de dominó corrientes. Sin embargo, nos dimos cuenta de que nuestra vida sería mucho más fácil si solo pudiesen caer en un sentido, y así fue como nació el objeto del dominó unidireccional.",
C01_Strings_SB/AG_STORYTEST,"Pruebas de la presentación de las secuencias de historia. Al principio tenían un estilo más cercano al cómic, con viñetas cuadradas, pero finalmente optamos por un formato similar a los cuentos.",
C01_Strings_SB/AG_ALT_HERO_1_TITLE,HÉROE ALT. 1,
C01_Strings_SB/AG_ALT_HERO_2_TITLE,HÉROE ALT. 2,
C01_Strings_SB/AG_BIRTH_OF_THE_GLITCHBIRD_TITLE,EL ORIGEN DE PAJARROTO,
C01_Strings_SB/AG_CHARACTERART_DINOSAURS_TITLE,DISEÑO DE PERSONAJES - DINOSAURIOS,
C01_Strings_SB/AG_CONCEPT_AREA_BEACH_TITLE,DISEÑO - ÁREA - PLAYA,
C01_Strings_SB/AG_CONCEPT_AREA_DINOLAND_TITLE,DISEÑO - ÁREA - TIERRA DE LOS DINOSAURIOS,
C01_Strings_SB/AG_CONCEPT_AREA_CANDYLAND_TITLE,DISEÑO - ÁREA - TIERRA DE LAS CHUCHES,
C01_Strings_SB/AG_CONCEPT_AREA_CASTLETOWN_TITLE,DISEÑO - ÁREA - CIUDADELA,
C01_Strings_SB/AG_CONCEPT_AREA_CASTLE_TITLE,DISEÑO - ÁREA - CASTILLO,
C01_Strings_SB/AG_CONCEPT_AREA_FAIRYFOREST_TITLE,DISEÑO - ÁREA - BOSQUE DE LAS HADAS,
C01_Strings_SB/AG_CONCEPT_AREA_HAUNTED_TITLE,DISEÑO - ÁREA - EMBRUJADO,
C01_Strings_SB/AG_CONCEPT_AREA_JAIL_TITLE,DISEÑO - ÁREA - CÁRCEL,
C01_Strings_SB/AG_CONCEPT_AREA_MOUNTAINS_TITLE,DISEÑO - ÁREA - MONTAÑAS,
C01_Strings_SB/AG_CONCEPT_AREA_SKELETOWN_TITLE,DISEÑO - ÁREA - SKELETOWN,
C01_Strings_SB/AG_CONCEPT_AREA_SLIMEDUNGEON_TITLE,DISEÑO - ÁREA - MAZMORRA DE PRINGUE,
C01_Strings_SB/AG_CONCEPT_AREA_SNOWROUTE_TITLE,DISEÑO - ÁREA - RUTA NEVADA,
C01_Strings_SB/AG_CONCEPT_AREA_SWAMP_TITLE,DISEÑO - ÁREA - PANTANO,
C01_Strings_SB/AG_CONCEPT_AREA_VOLCANO_TITLE,DISEÑO - ÁREA - VOLCÁN,
C01_Strings_SB/AG_CONCEPT_AREA_WIZARDLAB_TITLE,DISEÑO - ÁREA - LABORATORIO DEL MAGO,
C01_Strings_SB/AG_CONCEPT_BOXINGMINIGAME_TITLE,DISEÑO - MINIJUEGO DE BOXEO,
